hnit	infinitiv
trek	strategie
kros	křemen
gjit	nůžky
gwic	vypínač
frik	teoretický
tluc	ručník
pruc	hlídka
glic	ledovec
krun	úplnost
bjin	předpověď
tlaf	účastnitse
tfet	výrobce
bras	postranní
dwik	obžalovaný
clec	vyčerpat
cres	šachy
tcef	třešeň
tcom	klopýtnutí
nyot	překladatel
tyok	nákladníauto
cyip	překonávat
grot	hořčice
bris	bezdrátový
nlam	aukce
slif	síto
hgos	rez
swoc	nestálý
jyat	konkurzu
slum	islám
hjes	sčítánílidu
dzat	choditpošpičkách
slun	pozastavit
nwot	kontinuita
gyic	kytara
pfas	předsudek
zyik	zinek
blen	lesklý
hyem	jilm
hnep	shon
nyut	pletený
ryam	zájmenoznačka
clim	koření
jret	ostrost
tfon	vtipálek
jwac	Jáva
hrep	recept
dyac	volebníprávo
myip	metr
rwis	rasový
hkem	kometa
nwon	inovace
zwin	zákaz
dyis	středověký
mrec	Vrabec
fyot	poznámkapodčarou
mlon	měření
pfis	ratifikace
rwot	obíhat
hfok	skromný
glof	golf
zron	nula
hzip	zip
hwom	bezdomova
bjic	žvýkání
pcim	splnit
hjip	čip
bwac	zívnutí
mlos	krtek
mrip	keramika
bron	embryo
ksoc	dedukce
cyum	droždí
jyan	žargon
plim	švestka
mwet	hřbitov
ryet	absolvovat
glik	irigace
plap	kapitalista
tsif	pružnost
gyak	žralok
djon	standardní
nwun	přesný
cles	realismus
dris	stále
hkef	kavárna
blus	ambulance
blap	peněženka
bjak	extatický
klim	grimasa
gyac	vědec
jyit	vyrovnanost
dzit	realistický
bwak	venkovní
dyot	rádio
bwon	fazole
fris	neformální
klut	spekulovat
tfek	steak
nrok	dusík
zyat	Břitva
bram	mumlat
ryis	úvodní
nlip	analyzovat
nros	kontrastní
hcof	svléknout
tfif	pobídka
kroc	brázda
hdum	judaismus
pses	příjemce
plok	doplněk
lyet	objektiv
pwek	pegativepřípad
kfas	rakovina
pwen	pěšák
nrun	připomínka
clek	unikat
pcif	ospravedlnění
glas	složitost
zwit	hovorný
kces	dostatečnost
crem	maloobchodní
grap	urvat
kwip	zasahovat
dyut	sleva
crus	hierarchie
gyet	nefrit
gram	vrčet
kyip	ještěrka
nyet	podložka
crop	vodopád
glon	galon
mrok	komár
fluc	plynulý
dwic	odchylka
slec	badatel
srec	vypršeníplatnosti
blut	zápasit
myok	mozaika
tlek	zástrčka
nruk	infekční
nwoc	nadále
bjut	squat
hges	těhotenství
twoc	potraviny
kyos	komunistický
mrek	ohromit
clip	kajícnost
pwok	prosecutivepřípad
dwot	diktátor
zyac	předpojatost
jlic	družice
slop	pantofel
ryip	úměrný
psim	přibližný
byet	bezpráce
cyop	hobby
rwun	kritérium
blop	žárovka
syok	podporovatel
klos	chlór
lwot	chlorid
byic	bakterie
lyik	lepkavý
blok	biologický
jlac	předstírat
bret	byte
krif	vylučování
blet	balet
nruc	moč
tsus	česnek
dyak	střednítřída
tcem	kleště
cyoc	náročný
trep	jahoda
dlun	znečištění
hlup	album
hbep	baseball
praf	pirátství
pwis	participium
grek	garáž
kruk	berle
hfof	fosfor
rwut	strukturální
myam	tělocvična
krec	jeřáb
jras	dodavatel
zrik	oznámit
blam	tanečnísál
klip	řemeslník
hwef	nezaplacený
zlac	banán
gret	generátor
lwuk	žebro
nyek	nikl
blos	autobus
sles	cenzurovat
tlif	dlaždice
kses	klobása
mwot	rajče
lyot	auto
tsom	draslík
brut	virtuální
djap	algebra
hjok	obecný
kfen	koncepty
pcok	optický
bzut	ustoupit
syek	nezaměstnanost
mruc	housenka
bwas	prohlížeč
klif	vápník
rwet	dálkovýminulémčase
srif	historickénapjatá
hwem	spektrum
syom	sodík
tyos	poručník
jyic	rukojmí
hguk	tykev
dwun	vráska
swip	špice
tlec	klíště
blaf	znásilnění
tsem	ateizmus
mloc	monitor
gyot	podmiňovací
trop	sonda
rwap	čtvrtletní
hjep	rod
pyim	platina
dlon	dualčíslo
pcep	plíce
twuk	drhnutí
tyec	štítek
syup	super
trom	trolejbus
nyip	lokálně
glis	benzín
gjik	ledvina
hjos	bezdozoru
hjuc	kořist
swek	přepracovaný
psek	arzén
twok	statistický
tsep	saranče
slos	socialista
nwim	smyslovédůkaznínálada
tlop	ubrus
trus	kontroverzní
pwot	řemínek
djot	usazenina
nloc	ignorování
mwon	mandarinka
hjek	žokej
crom	spolupracovat
myon	pneumonie
twec	situovat
ryek	raketa
dlic	dividenda
kwet	brusle
bwen	posedlost
plon	přidělování
syon	supění
djis	digitální
byut	fena
hyep	očnívíčko
dwon	úhlopříčka
byis	podvědomý
brec	obočí
cyec	kýchnutí
hwop	watt
clus	bujarý
kfun	obsazenost
nwum	hinduismus
fyim	uprchlík
cwos	kyvadlovádoprava
tfoc	škubnutí
pwon	protein
sraf	samostatněspokojen
hbom	zvracení
gyen	gen
drim	studentprvníhoročníku
trem	nezbytnédoplňky
tsup	roztříštit
slok	sociologie
kwoc	dýně
bwam	volič
mlok	pohyblivost
kyen	regionální
hmop	pohybnahoru
rwek	retrospektivní
kfup	krychle
grok	mrkev
drap	polapit
lwis	molekulární
ksuc	účetní
tsop	smrad
kyok	okurka
nroc	orgie
jlot	solventní
psof	fosfát
hgif	fascinovat
kfim	alkalický
psos	gymnastika
pfen	ověření
kcom	ekonom
krom	čárka
tluk	kroutit
hyom	jód
nwuc	motionzkopce
gjac	potrat
pcom	lusk
dzic	návrhář
grun	chvástání
dzot	dárce
hzek	mangan
kfot	klávesnice
jlas	nespolehlivý
lyim	elita
jyen	yen
pcaf	vsuvka
rwip	ragby
blip	bible
kyoc	příčina
lyon	vřed
flis	flektivní
nrif	okusovat
kfam	kvantum
swes	svetr
lwon	vývojový
drec	pitva
gjap	lázně
lyec	lineární
tyom	antimon
pwuk	superessivepřípad
flaf	alpha
myim	imunní
pcek	únos
bjac	pivovar
bzac	zkrátit
bzak	ponožka
twes	televize
dwut	dokumentární
ksom	kosmos
lyis	lesnictví
lwim	hliník
ksok	horoskop
sruc	urychlit
dlif	delfín
byik	zabiják
tfec	papírnictví
hjaf	savec
ryok	protokol
dwis	dioxid
jlon	dvojtečka
brus	byrokracie
gjak	galaxie
lyip	klinický
ryem	rádium
href	řidší
prok	lednička
slep	satyr
dret	opakování
kluk	archeologický
dlis	výstřednost
kfip	nepřijatelný
mlec	masáž
pfif	specifikace
nrec	smyslový
pfet	leták
hzoc	základ
dlam	ideálně
nlec	antropologie
kluc	chutný
dyet	limuzína
tyif	tranzitivní
krus	krčitse
nluc	slunečnice
lyun	ion
zrot	vydání
ksif	falšovat
psif	emise
crup	překrytí
fret	nálezce
grut	invertní
ksec	spolužák
jric	itinerář
mrop	mikrovlnnátrouba
srus	vyhnat
gyas	kadeřník
floc	folklór
plek	kapilární
nwop	hýždě
nrom	kontrolor
twos	terorismus
lwok	heslo
dwet	přesčas
slem	sublimovat
grip	gril
gwas	Páni
kwok	kobalt
gwon	oves
hdop	pohybprotiproudu
glam	anus
bwot	hovězí
bren	střevo
byot	video
bjik	bojkot
kwim	kviz
cwek	hokej
grif	partyzán
hgem	magnézium
hyes	povědomí
fram	LÉKÁRNA
nwos	ambiciózní
ryap	přeskupit
cwim	spolehlivost
klep	kelp
psec	uhradit
djic	celosvětový
kfut	zákazvycházení
crep	hamburger
frim	teorém
gjas	zapálit
hdef	debet
ryum	uran
pluk	posoudit
krop	koordinovat
nraf	poplatník
tyes	integrovaný
plip	mínit
hgom	gama
hgus	součinitel
cwuc	ohřívač
zret	odčítat
nles	analytik
trof	intranzitivní
hmof	nákupnícentrum
hzim	vizmut
dzac	večeře
psok	pohlednice
blon	konvergence
djet	odbočit
ksum	akcionář
mrup	mikrob
clif	spirála
cloc	morfologická
tfes	dodavateljídel
gjis	džíny
jren	zarovnání
tlep	databáze
kcup	kupón
glot	Napětí
glut	kalkulačka
srep	kyberprostor
nwes	investor
ksef	xray
bzis	vízum
frut	infrastruktura
nyuk	svatojánskámuška
dyik	detektor
plec	spojovat
brom	bróm
plop	palladium
zlik	křemík
flut	volt
ksop	kosmetický
gjun	grooming
kfok	škytavka
hpof	praženákukuřice
hzuk	zoologickázahrada
nyoc	konotace
jwak	jóga
brim	baryum
kles	stít
mwam	tojo
fwik	ohňostroj
djas	jazz
dyim	audio
tsum	wolfram
drip	driblovat
lyaf	výživné
prom	programátor
nrup	vstup
hfes	reflexní
rwaf	chryzantéma
dlen	dokumentace
byas	vakcína
fron	heroin
dluk	odpojit
dyun	diagnostikovat
flap	Složka
kfet	katoda
dlim	ideologie
prek	parkoviště
syoc	momentka
slus	přístupnost
nlos	zklamání
mlen	selen
pres	kůra
hlof	síra
nlek	aktuálnostznačka
gwot	letiště
mwip	podvodník
klop	šváb
kwom	chróm
hl6t	litr
nwec	Nicméně
glip	cyklický
nrop	mzdy
crum	hormon
dlep	vývojář
frot	perforovat
bwoc	sabotovat
fwis	feminista
djok	sdružené
draf	modernizovat
trum	extremista
graf	algoritmus
lwes	laser
mlem	milimetr
flen	ohnutí
zlot	anoda
swok	přitulitse
klec	pesunavený
pwim	částečnýúvazek
htuf	tuňák
fyis	rafinerie
lwet	citlivost
mrem	mainframe
jwic	omlazení
droc	demonstrátor
clem	hélium
dzik	bilingvní
psem	plazma
hjom	chromozóm
rwuc	pořadový
tyus	celéčíslo
klom	kilometr
hfos	fax
nwek	genetika
jrap	šroubovák
zwas	předkrm
bwok	brokolice
dwap	adaptér
syem	spam
blek	vektor
tlus	taktika
pyif	NS
cwoc	vpořádku
mrep	ampér
hbem	vitamín
hxan	vrátný
hxut	subvencovat
hk6m	kadmium
hxin	souběžnost
txin	titan
kxin	kilo
klum	pářitse
xlis	přesýpacíhodiny
hqak	syntaktický
hxat	tvořivost
hxik	ebook
hxas	pracoviště
bxon	bor
dxin	indukčnost
hxit	helikoptéra
tlum	tellurium
txit	Uzávěrka
kxat	okysličovat
hvik	seřadit
nluk	analogový
nyem	centimetr
hm6t	molybden
hl6m	lithium
ht6t	multimédia
xlit	kalorie
ryop	robot
pxas	farmaceut
hxak	domácípráce
lwif	lokativ
grim	logaritmus
hqat	nábožná
qlit	ekologie
xlik	obloudit
mlep	šablona
hqit	radioaktivita
kxim	kilogram
hxen	nájemce
hxot	přejídatse
kyif	kopírka
fwet	freeware
txet	podmnožina
hs6n	sekvenční
hxet	poslouchatzadveřmi
xrat	střih
hqan	zabavit
hr6t	iridium
bxat	Šířkapásma
dxet	desktop
hxis	exponenciální
hxok	centrála
hxek	založitněkam
srem	minerál
hp6t	partitive
pxik	partitivepřípad
kxet	kazeta
pruk	supermarket
hvit	sílavůle
xlin	vrežimuoffline
frip	šifrování
hvep	přeplatit
hxon	synchronizovat
kxit	maximalizovat
hqin	seminář
tr6n	stereo
ht6n	sponka
hvat	nadcházející
sl6s	Celsia
hn6n	neon
ts6t	reálnýčas
hvin	usměrnit
pxat	trafika
myoc	modul
ps6s	těstoviny
bwek	aktovka
dlok	deluxe
fraf	firewall
hr6k	artefakt
txat	časoběda
hqon	oregano
pxun	plutonium
ks6n	Pracovnístanice
slef	eskalátor
xrit	PLAVČÍK
hvut	přeplnit
xrim	ytrium
hx6t	zvětšující
hqum	uživatelskéjméno
hl6n	prodejci
gron	argon
pxan	propagační
hvac	myčka
xlan	globalizace
txon	vlnovádélka
xrik	recyklovat
hxap	batoh
hxac	restart
xyat	zánětjater
cwep	výplata
hxos	torus
txif	písmo
qlat	realitníkancelář
txot	uprostředpodzimu
hxam	miligram
pxis	pixel
pwif	náhled
txam	tantal
myek	termodynamický
hbop	vloupatse
hqot	solute
xlic	invalidnívozík
gxit	genocida
hvan	hašenípožáru
glim	kovovýprvek
pfop	pop-up
hzum	zirkon
xlon	horkálinka
qlin	nelineární
kxam	skandium
blim	beryllium
kxik	konfigurace
nr6n	neuron
hpef	přísudkový
hruf	router
kxan	factorial
hxic	vodítko
xlip	volejbal
dyek	ladit
hxop	náramkovéhodinky
qrot	neutron
nwip	niobium
hs6t	toaleta
grem	germanium
tles	podobnýkovu
hp6k	prolativ
qyin	biodiverzita
txak	antibiotikum
mlun	imobilizace
txan	actinium
xran	astronaut
dres	rozbalit
tr6t	mimozemský
hk6t	oktet
hxus	opensource
xlat	bláznivý
mraf	maratón
ts6n	midjaro
ht6s	autismus
nlif	ionizovat
txut	významnáosobnost
hm6n	vyzařující
kxis	ClipArt
xrin	podstupují
xren	přesměrování
bxak	záložka
pfos	Profráze
hvis	výkaly
hd6n	jmenovatel
brum	zasedacímístnost
hqis	šovinista
hk6n	kompilovat
xyit	keyshift
xyin	jednasekunda
hxun	jsoucímu
hvas	role
glok	blog
hvak	meandrující
pxit	IPadresa
hvet	vedle
xram	světlicebarvířská
hc6n	samozřejmost
qran	korán
zyen	xenon
hqas	vzítdopřísahy
bzas	znuděný
hj6n	nončlověk
hnof	nonremittal
txas	tvůrci
hbum	buddhismus
ts6s	Svářící
pxin	přísady
hr6n	příděl
hxim	vpoloviněléta
dxit	midwinter
hxaf	vybagrovat
nlus	domácírostlina
txap	stavovýřádek
vrit	ghostwriter
kxak	pohrávatsi
bxin	Lidskétělo
hqik	pláštěnka
hxes	hertz
hxif	hypnothize
xras	hodinově
pl6k	koncipientku
dxat	nerozvážnost
hxip	protilátka
vrat	šortky
hqek	přetváření
qrit	polarita
pxot	pošta
hxom	nevyžádanápošta
hqic	recenzent
lwun	modrédžíny
hp6n	zrání
dxan	uchycení
xrak	roleherec
dxak	nehoda
hven	kontejnery
mwap	komiks
qlan	barvoslepý
xros	svlékání
srom	showroom
hc6t	chatování
qrat	vzhůrunohama
hn6t	zábrana
hqet	webovástránka
fres	fundraise
froc	kování
xlak	hypertextovýodkaz
vlat	výřečnost
dvan	vystupování
gxin	vítězící
ryes	recepční
kxot	konektory
xyan	vymezení
vlan	inzerent
ryom	thoriumatom
hluf	starývěk
hquk	vstříknout
lyum	thuliumatom
tyem	terbiumatom
hp6m	praseodymu
txic	domovskástránka
mros	motorista
dyam	atomrhodium
pc6n	zkušebníčíslo
nyos	doručenápošta
pyek	projektor
kxon	krypton
hxuc	záchraně
qrik	centricpřípad
xwin	nezkušenost
kxic	hasicípřístroj
hvot	vývojovýdiagram
dxot	jogurt
hqut	odhlásitse
pxen	resortní
drok	cílemspoušť
flon	mobilnítelefon
txos	middlehlas
hqok	šikmýpřípad
xwik	případpacienta
hx6n	prehodiernal
txik	ukazováček
hqen	odesílatel
mlap	malware
hvun	přemlouvání
hvon	opotřebovat
vran	pošťák
pfes	profesor
pwip	básník
hqam	cvičení
gxat	legálnost
ks6t	kauzativní
vrin	náborář
kxip	clipboard
sr6n	odmítavý
vlit	ohodnocující
tyup	předměstí
mrom	morfém
xron	sluchátka
gxak	nákladný
hrof	trojskýkůň
xlas	paralyzovaný
dzet	vymalovat
txac	odevzdání
xrot	nepoužitý
txis	jehličkové
syif	jednotkySI
xrac	překvapivě
brif	binárníhodnota
dlos	modálnípřípad
txun	atributy
dvat	popudlivý
psom	zprvníruky
gjek	elseif
nlem	jednotkahmotnosti
qret	maloobchod
txip	triplepoint
dlek	jednotlivě
lwut	tokproudu
dxis	dramaticky
hs6m	caesium
vlak	motorovývůz
hn6m	netium
kxap	lepenka
bxan	odlétající
myem	měsíckvěten
gxik	občanskápráva
hxoc	letectvo
xrok	spolupracovník
kr6t	screenshot
txok	automaticky
hxep	skateboard
srop	smartphone
pxak	capslock
hk6k	lidováhudba
hl6k	eulersčíslo
pyom	poloniumatom
xyam	thaliumatom
hvic	napadající
lyok	locativepřípad
xlot	byty
txen	přepočet
kxac	protiútok
qrak	stávkokaz
hbup	plaveckýbazén
txuk	zkrat
tsef	zúžený
bxit	webhostingu
ksem	pouzekečtení
byim	rubidiaatom
hvam	vanadatom
lw6n	lanthanu
frum	atomfluoru
nyom	neodymu
mlom	multalčíslo
kxas	personalizace
xret	terabyte
hs6k	vyhledávač
frus	korodující
gxan	galaxypohlaví
vlas	vocalizations
glet	plynovýpedál
hvim	runtime
bxip	bitmap
qrin	starpohlaví
bvak	abessiv
pxon	nedostupné
dvik	adessiv
dvek	agentivepřípad
hlef	Agentspoušť
kwek	případu
kxen	společnýpohlaví
ht6m	citačníforma
tsuf	transčíslovka
hf6n	čeřící
tc6t	přímýobjekt
gvik	ergativepřípad
gxon	roztříštění
ksep	receptor
vyin	kino
pyos	pasivníhlas
hnef	určitýslovesný
xwit	primárnímcílem
hqim	gnómickýnálada
jlak	zevšeobecnění
vrik	hotovéčástice
qyan	imaginárníjednotka
kxaf	rychlostsvětla
xyic	phishing
qyit	kritickýbod
hvek	evitativepřípad
bvik	subessivepřípad
hzes	vlastnilpřípad
prus	počítačovývirus
ples	procesor
pxif	policista
dvak	Lativepřípad
brun	touring
tsi_k	antessivepřípad
tyum	rutheniumatom
vyak	příslovečnýpřípad
pxim	premiér
syum	atomstroncia
sy6n	podezřelost
hy6n	animovatpohlaví
pxac	empatickýradost
vlin	pohlavívozidlo
qwin	minerálnípohlaví
hr6s	postoupení
tf6n	toner
xris	uživatelskérozhraní
hw6n	klení
xlen	verbálnísubstantivum
pyec	tabulkovýprocesor
vlim	virtuálnípaměť
bres	textovýprocesor
hqip	cloudcomputing
vlic	virtuálnístroj
pfam	spammer
dyap	druhýjazyk
txek	n-táodmocnina
dxen	datamining
byip	podnikatele
hs6c	sebevědomí
txim	předkládající
hb6t	Změnaakce
hdem	doménovéjméno
dxon	jináudálost
lwaf	fleška
sl6t	crastinalnapjatá
xyik	disketa
fyif	reflexivníhlas
bvin	vesmírpohlaví
hm6p	Základnídeska
tfip	tranzitivnísloveso
jlen	lokalitapohlaví
xrap	pruhovaný
tc6n	výzkumpohlaví
sl6n	umělecképohlaví
xrek	spoušťpacient
xwan	abstraktnípohlaví
dxif	videokonference
dyip	nepřímářeč
zrek	exocentricpřípad
hvuk	vyvolávat
xwat	minulostperfective
hr6m	rhenium
txaf	spuštěno
hmef	neosobnísloveso
tx6t	textovýeditor
txes	Hromadnéjméno
bvat	týrat
bvuk	absolutivepřípad
ry6t	radián
vlis	virtuálnírealita
qren	planetárnípohlaví
gvak	gramatickýpřípad
bxok	plešatý
mrum	počítačovýprogram
ps6t	operačnísystém
hfom	foném
tlem	pamětpouzepročtení
pwam	spyware
kfif	jádrobenefactive
qwit	rozumnost
nlaf	Instalace
nwok	asociativnípřípad
dzas	neuspokojit
swuk	superlativpřípad
syos	shrnující
kr6n	elektrickýproud
dvin	neživýpohlaví
pxom	propositivenálada
vris	recipročníhlas
rwos	aerosol
dr6t	distraktor
ht6k	telekomunikace
slaf	sociálnísíť
lyuk	posobějdoucídoložka
qras	nadřízení
ty6n	teminal
gwet	Brzybudoucíčas
hp6s	applicativehlas
tsof	antipassivehlas
ht6p	continutiveaspekt
hn6f	necessitativenálada
pfip	pasivníparticipium
glap	Panelnástrojů
sy6k	existenciálnídoložka
qyat	svítivost
hy6t	gramatickýobjekt
vyan	vyslovení
sluf	singulativečíslo
dvit	nadměrnádélkatrvání
qyak	jednočinnésloveso
bzik	fyzika
xlet	superlativstupeň
hqap	přítomnéparticipium
qwat	látkovémnožství
qyik	pojivovéčástice
sr6t	nadkritickátekutina
hfem	epentheticmorfém
tl6t	dálkovýbudoucíčas
mrif	mikrofon
pcuk	postpositionalpřípad
tfim	paměťsnáhodnýmpřístupem
fwim	ethium
ly6t	allocutivedohoda
hvap	Posuvník
hfep	frequentativeaspekt
bvan	rozdělovacízájmeno
fyun	číslosplovoucíčárkou
xyas	mazání
hvif	slovesopřipevnit
xyis	minulépasivníparticipium
tl6n	centrálníprocesorovájednotka
tfok	locativepřípadsměrová
qwan	Častokladenéotázky
