hnit	infinitiv
hwom	hemlös
bjic	tugga
pcim	uppfylla
hjip	chips
bwac	gäspa
mlos	mol
mrip	krukmakeri
bron	embryo
ksoc	avdrag
cyum	jäst
jyan	jargong
plim	plommon
mwet	kyrkogård
ryet	examen
glik	bevattning
plap	kapitalist
tsif	elasticitet
gyak	haj
djon	standard
nwun	punktlig
cles	realism
dris	alltmer
hkef	kafé
blus	ambulans
blap	plånbok
bjak	extatisk
klim	grimas
gyac	forskare
jyit	jämnmod
dzit	realistisk
bwak	utomhus-
dyot	radio
bwon	böna
fris	informell
klut	spekulera
tfek	stek
nrok	kväve
zyat	rakkniv
bram	mumla
ryis	inledande
nlip	analysera
nros	kontrasterande
hcof	kläavsig
tfif	incitament
kroc	fåra
hdum	judendom
pses	mottagare
plok	komplement
lyet	lins
pwek	pegativefall
kfas	cancer
pwen	pantsätta
nrun	påminnelse
clek	läcka
pcif	rättfärdigande
glas	komplexitet
zwit	pratsam
kces	sufficiency
crem	detaljhandeln
grap	hugg
kwip	ingripa
dyut	rabatt
crus	hierarki
gyet	jade
gram	morra
kyip	ödla
nyet	vaddera
crop	vattenfall
glon	gallon
mrok	mygga
fluc	flytande
dwic	avvikelse
slec	explorer
srec	löperut
blut	brottas
myok	mosaik-
tlek	plugg
nruk	infektiös
nwoc	hädanefter
bjut	sittapåhuk
hges	graviditet
twoc	matvaror
kyos	kommunist
mrek	förvåna
clip	ånger
pwok	prosecutivefall
dwot	diktator
zyac	upptagenhet
jlic	satellit
slop	toffel
ryip	proportionell
psim	ungefärlig
byet	arbetslös
cyop	hobby
rwun	kriterium
blop	glödlampa
syok	anhängare
klos	klor
lwot	klorid
byic	bakterier
lyik	klibbig
blok	biologisk
jlac	hyckla
bret	bitgrupp
krif	utsöndring
blet	balett
nruc	urin
tsus	vitlök
dyak	medelklass
tcem	tång
cyoc	utmanande
trep	jordgubbe
dlun	förorening
hlup	album
hbep	baseball
praf	piratkopiering
pwis	particip
grek	garage
kruk	krycka
hfof	fosfor
rwut	strukturell
myam	gymnasium
krec	kran
jras	entreprenör
zrik	anmäla
blam	balsal
klip	hantverkare
hwef	obetald
zlac	banan
gret	generator
lwuk	revben
nyek	nickel
blos	buss
sles	censurera
tlif	bricka
kses	korv
mwot	tomat
lyot	bil
tsom	kalium
brut	virtuell
djap	algebra
hjok	generisk
kfen	begrepp
pcok	optisk
bzut	rörasigurfläcken
syek	arbetslöshet
mruc	larv
bwas	webbläsare
klif	kalcium
rwet	avlägsendåtidspänd
srif	historiskspänd
hwem	spektrum
syom	natrium
tyos	förvaltare
jyic	gisslan
hguk	kalebass
dwun	skrynkla
swip	spika
tlec	bock
blaf	våldta
tsem	ateism
mloc	övervaka
gyot	villkorlig
trop	sond
rwap	kvartals
hjep	kön
pyim	platina
dlon	dubbelantal
pcep	lunga
twuk	skur
tyec	märka
syup	super
trom	vagn
nyip	lokalt
glis	bensin
gjik	njure
hjos	utantillsyn
hjuc	plundra
swek	överarbetad
psek	arsenik
twok	statistisk
tsep	gräshoppa
slos	socialistisk
nwim	sensoriskbevishumör
tlop	bordsduk
trus	kontroversiell
pwot	koppel
djot	sediment
nloc	nonchalera
mwon	mandarin
hjek	jockey
crom	samarbeta
myon	lunginflammation
twec	placera
ryek	raket
dlic	utdelning
kwet	skridsko
bwen	besatthet
plon	tilldelning
syon	flämta
djis	digital
byut	tik
hyep	ögonlock
dwon	diagonal
byis	undermedvetna
brec	ögonbryn
cyec	nysa
hwop	watt
clus	munter
kfun	beläggning
nwum	hinduism
fyim	flykting
cwos	transfer
tfoc	sting
pwon	protein
sraf	självnöjd
hbom	kräkas
gyen	gen
drim	förstaårselev
trem	utstyrsel
tsup	splittra,krossa
slok	sociologi
kwoc	squash
bwam	väljare
mlok	rörlighet
kyen	regional
hmop	rörelseuppför
rwek	retrospektiv
kfup	kub
grok	morot
drap	snärja
lwis	molekyl-
ksuc	revisor
tsop	stank
kyok	gurka
nroc	orgie
jlot	lösningsmedel
psof	fosfat
hgif	fascinera
kfim	alkalisk
psos	gymnastik
pfen	verifiering
kcom	ekonom
krom	kommatecken
tluk	slingrasig
hyom	jod
nwuc	rörelseutför
gjac	missfall
pcom	pod
dzic	designer
grun	skrävel
dzot	givare
hzek	mangan
kfot	tangentbord
jlas	opålitliga
lyim	elit
jyen	yen
pcaf	parentes
rwip	rugby
blip	bibel
kyoc	orsakssamband
lyon	ulcus
flis	varieradlutning
nrif	knapra
kfam	kvant
swes	Tröja
lwon	evolutionära
drec	dissektion
gjap	spa
lyec	linjär
tyom	antimon
pwuk	superessivefall
flaf	alfa
myim	immun
pcek	kidnappning
bjac	bryggeri
bzac	förkorta
bzak	socka
twes	tv
dwut	dokumentär
ksom	kosmos
lyis	skogsbruk
lwim	aluminium
ksok	horoskop
sruc	påskynda
dlif	delfin
byik	mördare
tfec	brevpapper
hjaf	däggdjur
ryok	protokoll
dwis	dioxid
jlon	kolon
brus	byråkrati
gjak	galax
lyip	klinisk
ryem	radium
href	rarefied
prok	kylskåp
slep	satyr
dret	iteration
kluk	arkeologisk
dlis	egenhet
kfip	oacceptabel
mlec	massage
pfif	specifikation
nrec	sensorisk
pfet	folder
hzoc	liggabakom
dlam	idealt
nlec	antropologi
kluc	välsmakande
dyet	sedan
tyif	transitiv
krus	krypaihop
nluc	solros
lyun	Jon
zrot	utlämning
ksif	förfalska
psif	utsläpp
crup	överlappning
fret	upphittare
grut	invertera
ksec	klasskompis
jric	resväg
mrop	mikrovågsugn
srus	kastaut
gyas	frisör
floc	folklore
plek	kapillär
nwop	rumpa
nrom	kontroller
twos	terrorism
lwok	slogan
dwet	övertid
slem	sublimera
grip	grill
gwas	Wow
kwok	kobolt
gwon	havre
hdop	rörelseuppförfloden
glam	anus
bwot	bovint
bren	tarm
byot	video-
bjik	bojkotta
kwim	frågesport
cwek	hockey
grif	gerilla-
hgem	magnesium
hyes	medvetenhet
fram	apotek
nwos	oambitiösa
ryap	ordnaom
cwim	pålitlighet
klep	kelp
psec	ersätta
djic	runtomivärlden
kfut	utegångsförbud
crep	hamburgare
frim	sats
gjas	antända
hdef	debitera
ryum	uran
pluk	bedöma
krop	samordna
nraf	skattebetalaren
tyes	integrerad
plip	menade
hgom	gamma
hgus	koefficient
cwuc	värmare
zret	subtrahera
nles	analytiker
trof	intransitiv
hmof	köpcenter
hzim	vismut
dzac	diner
psok	vykort
blon	konvergens
djet	avvika
ksum	aktieägare
mrup	mikrob
clif	helix
cloc	morfologiska
tfes	matleverantör
gjis	jeans
jren	inriktning
tlep	databas
kcup	kupong
glot	Spänning
glut	kalkylator
srep	cyberspace
nwes	investerare
ksef	röntgen
bzis	visum
frut	infrastruktur
nyuk	eldfluga
dyik	detektor
plec	splitsa
brom	brom
plop	palladium
zlik	kisel
flut	volt
ksop	kosmetisk
gjun	grooming
kfok	hicka
hpof	popcorn
hzuk	Zoo
nyoc	konnotation
jwak	yoga
brim	barium
kles	halshugga
mwam	ja
fwik	fyrverkeri
djas	jazz
dyim	audio
tsum	volfram
drip	dribbla
lyaf	underhållsbidrag
prom	programmerare
nrup	input
hfes	reflexiv
rwaf	krysantemum
dlen	dokumentation
byas	vaccin
fron	heroin
dluk	kopplabort
dyun	diagnostisera
flap	mapp
kfet	katod
dlim	ideologi
prek	parkering
syoc	snapshot
slus	tillgänglighet
nlos	anticlimax
mlen	selen
pres	bark
hlof	svavel
nlek	nuvaranderelevansmarkör
gwot	flygplats
mwip	bedragare
klop	kackerlacka
kwom	krom
hl6t	liter
nwec	ändå
glip	cyklisk
nrop	löner
crum	hormon
dlep	utvecklare
frot	perforera
bwoc	sabotage
fwis	feminist
djok	konjugat
draf	modernisera
trum	extremist
graf	algoritm
lwes	laser
mlem	millimeter
flen	böja
zlot	anod
swok	gosa
klec	hundentrött
pwim	deltid
htuf	tonfisk
fyis	raffinaderi
lwet	känslighet
mrem	stordator
jwic	föryngring
droc	demonstrant
clem	helium
dzik	tvåspråkig
psem	plasma
hjom	kromosom
rwuc	ordningstal
tyus	heltal
klom	kilometer
hfos	fax
nwek	genetik
jrap	skruvmejsel
zwas	aptitretare
bwok	broccoli
dwap	adapter
syem	skräppost
blek	vektor
tlus	taktik
pyif	ospecificerad
cwoc	OK
mrep	ampere
hbem	vitamin
hxan	dörrvakt
hxut	subventionera
hk6m	kadmium
hxin	samtidighet
txin	titan
kxin	kilo
klum	kopulera
xlis	timglas
hqak	syntaktisk
hxat	kreativitet
hxik	ebok
hxas	arbetsplats
bxon	bor
dxin	induktans
hxit	helikopter
tlum	tellur
txit	deadline
kxat	oxidera
hvik	rikta
nluk	analog
nyem	centimeter
hm6t	molybden
hl6m	litium
ht6t	multimedia
xlit	kalori
ryop	robot
pxas	apotekare
hxak	läxor
lwif	locative
grim	logaritm
hqat	bönsyrsa
qlit	ekologi
xlik	sophisticate
mlep	mall
hqit	radioaktivitet
kxim	kilogram
hxen	hyresgäst
hxot	ätaförmycket
kyif	kopiator
fwet	gratisprogram
txet	delmängd
hs6n	sekventiell
hxet	tjuvlyssna
xrat	frisyr
hqan	beslagta
hr6t	iridium
bxat	bandbredd
dxet	stationärdator
hxis	exponentiell
hxok	huvudkontor
hxek	felplacera
srem	cerium
hp6t	partitiv
pxik	partitivfall
kxet	kassett
pruk	stormarknad
hvit	viljestyrka
xlin	off-line
frip	kryptering
hvep	overpay
hxon	synkronisera
kxit	maximera
hqin	seminarium
tr6n	stereo-
ht6n	fästanordning
hvat	kommande
sl6s	celsius
hn6n	neon
ts6t	verkligtid
hvin	effektivisera
pxat	tidningskiosk
myoc	modul
ps6s	pasta
bwek	portfölj
dlok	deluxe
fraf	brandvägg
hr6k	artefakt
txat	lunchdags
hqon	oregano
pxun	plutonium
ks6n	arbetsstation
slef	rulltrappa
xrit	livräddare
hvut	befolka
xrim	yttrium
hx6t	augmentative
hqum	användarnamn
hl6n	säljare
gron	argon
pxan	PR
hvac	diskmaskin
xlan	globaliseringen
txon	våglängd
xrik	återvinna
hxap	ryggsäck
hxac	omstart
xyat	hepatit
cwep	lön
hxos	torus
txif	typsnitt
qlat	fastighetsmäklare
txot	mittunderhösten
hxam	milligram
pxis	pixel
pwif	förhandsvisning
txam	tantal
myek	termodynamisk
hbop	inbrott
hqot	löstämne
xlic	rullstol
gxit	folkmord
hvan	brandbekämpning
glim	gallium
pfop	pop-upp
hzum	zirkonium
xlon	hotline
qlin	icke-linjär
kxam	skandium
blim	beryllium
kxik	konfigurera
nr6n	neuron
hpef	predicative
hruf	router
kxan	faktoriell
hxic	riktlinje
xlip	volleyboll
dyek	debug
hxop	armbandsur
qrot	neutron
nwip	niob
hs6t	toalett
grem	germanium
tles	metalloid
hp6k	prolativefall
qyin	biologiskmångfald
txak	antibiotikum
mlun	immobilisering
txan	aktinium
xran	astronaut
dres	dekomprimera
tr6t	utomjordisk
hk6t	oktett
hxus	öppenkälla
xlat	crackpot
mraf	maraton-
ts6n	mittenavvåren
ht6s	autism
nlif	jonisera
txut	notabilityen
hm6n	emitterande
kxis	klämmakonst
xrin	genomgå
xren	omriktande
bxak	bokmärke
pfos	profras
hvis	avföring
hd6n	nämnare
brum	styrelserum
hqis	chauvinist
hk6n	sammanställa
xyit	flyttanyckel-
xyin	en-sekund
hxun	subsisting
hvas	roller
glok	blogg
hvak	slingrande
pxit	ipadress
hvet	bredvid
xram	safflor
hc6n	självklarhet
qran	koran
zyen	xenon
hqas	svär-in
bzas	blasé
hj6n	ickemänsklig
hnof	noncommittal
txas	beslutsfattare
hbum	buddhism
ts6s	gräl
pxin	ingredienser
hr6n	ransonera
hxim	mittenavsommaren
dxit	midvinter
hxaf	gräva
nlus	krukväxt
txap	statusbar
vrit	spökskrivare
kxak	larvasig
bxin	människokropp
hqik	regnkappa
hxes	hertz
hxif	hypnotisera
xras	varjetimme
pl6k	paralegal
dxat	rashness
hxip	antikropp
vrat	shorts
hqek	omforma
qrit	polaritet
pxot	postkontor
hxom	skräppost
hqic	recensent
lwun	blå-jean
hp6n	mognande
dxan	fästa
xrak	skådespelareroll
dxak	olycka
hven	behållare
mwap	tecknadserie
qlan	färgblind
xros	kläravsig
srom	showroom
hc6t	chattar
qrat	uppochner
hn6t	hämning
hqet	webbplats
fres	Länk
froc	smide
xlak	hyperlänk
vlat	svada
dvan	avstigning
gxin	erövrande
ryes	receptionist
kxot	kontakter
xyan	avgränsning
vlan	annonsör
ryom	toriumatom
hluf	gammalålder
hquk	injicera
lyum	tuliumatom
tyem	terbiumatom
hp6m	praseodym
txic	hem-sida
mros	bilist
dyam	rodiumatom
pc6n	rättegångantal
nyos	inkorg
pyek	projektor
kxon	krypton
hxuc	undsättning
qrik	centreradfall
xwin	oerfarenhet
kxic	eldsläckare
hvot	flödesschema
dxot	yoghurt
hqut	loggaut
pxen	avdelnings-
drok	målavtryckare
flon	mobiltelefon
txos	mittenröst
hqok	snedfall
xwik	patientfall
hx6n	prehodiernal
txik	pekfinger
hqen	avsändare
mlap	malware
hvun	suasion
hvon	slitaut
vran	brevbärare
pfes	professor
pwip	poet
hqam	träna
gxat	laglighet
ks6t	orsakande
vrin	rekryter
kxip	klämmastyrelse
sr6n	ogillande
vlit	utvärderande
tyup	förort
mrom	morfem
xron	hörlurar
gxak	kostsam
hrof	trojanhäst
xlas	lam
dzet	målaom
txac	överlämnande
xrot	oanvänd
txis	punktmatris
syif	sienheter
xrac	förvånande
brif	binary-värde
dlos	modalfall
txun	attribut
dvat	PÅDÅLIGTHUMÖR
psom	förstahand
gjek	Else-om
nlem	enhet-of-massa
qret	detaljhandelnlagra
txip	trippelpunkt
dlek	individuellt
lwut	flödesström
dxis	dramatiskt
hs6m	cesium
vlak	rälsbuss
hn6m	Nerium
kxap	kartong
bxan	avgår
myem	majmånad
gxik	medborgerligarättigheter
hxoc	flygvapen
xrok	medarbetare
kr6t	skärmdump
txok	automatiskt
hxep	skateboard
srop	smartphone
pxak	capslåsa
hk6k	folkmusik
hl6k	euler's-nummer
pyom	poloniumatom
xyam	talliumatom
hvic	invaderande
lyok	locativefall
xlot	flats
txen	omräkning
kxac	motattack
qrak	strejkbrytare
hbup	simbassäng
txuk	kortslutning
tsef	avsmalnande
bxit	webbvärd
ksem	läsaendast
byim	rubidiumatom
hvam	vanadinatom
lw6n	lantan
frum	fluoratom
nyom	neodym
mlom	multalantal
kxas	personifiera
xret	terabyte
hs6k	Sökmotor
frus	korroderande
gxan	galaxkön
vlas	läten
glet	gas-pedal
hvim	körning
bxip	bitmapp
qrin	stjärnakön
bvak	abessivefall
pxon	intetillgänglig
dvik	adessivefall
dvek	agentivefall
hlef	ombudavtryckare
kwek	tillfall
kxen	gemensamkön
ht6m	citatform
tsuf	transsiffra
hf6n	böter
tc6t	direktobjekt
gvik	ergativefall
gxon	splittring
ksep	receptor
vyin	biograf
pyos	passivröst
hnef	ändligverb
xwit	primärobjekt
hqim	gnomichumör
jlak	generalisering
vrik	slutligpartikel
qyan	imaginär-enhet
kxaf	ljusetshastighet
xyic	phishing
qyit	kritiskpunkt
hvek	evitativefall
bvik	subessivefall
hzes	besattfall
prus	datorvirus
ples	processor
pxif	polisofficer
dvak	mulativafall
brun	touring
tsi_k	antessivefall
tyum	ruteniumatom
vyak	adverbialfall
pxim	premiärminister
syum	strontiumatom
sy6n	misstänksamhet
hy6n	animerakön
pxac	empatheticglädje
vlin	fordonkön
qwin	mineral-kön
hr6s	remiss
tf6n	toner
xris	användaregränssnitt
hw6n	svära
xlen	verbalsubstantiv
pyec	kalkylark
vlim	virtuellminne
bres	ordprocessor
hqip	molndatoranvändning
vlic	virtuellmaskin
pfam	spammer
dyap	andraspråk
txek	n:te-root
dxen	databrytning
byip	företagperson
hs6c	självförtroende
txim	hänvisning
hb6t	ändraavhändelse
hdem	domännamn
dxon	olikhändelse
lwaf	blixtkör
sl6t	crastinalspänd
xyik	diskettdisk
fyif	reflexivröst
bvin	universumkön
hm6p	moderkort
tfip	transitivverb
jlen	lokalitetkön
xrap	randig
tc6n	forskningkön
sl6n	konstnärligkön
xrek	patientavtryckare
xwan	abstraktkön
dxif	videokonferens
dyip	indirekttal
zrek	exocentricfall
hvuk	frammana
xwat	dåtidperfektiv
hr6m	renium
txaf	utlöst
hmef	opersonligverb
tx6t	textredaktör
txes	kollektivsubstantiv
bvat	mistreating
bvuk	absolutivefall
ry6t	radian
vlis	virtuellverklighet
qren	planetkön
gvak	grammatiskfall
bxok	skallig
mrum	datorprogram
ps6t	rörelsesystemet
hfom	fonem
tlem	läsaendastminne
pwam	spionprogram
kfif	kärnabenefactive
qwit	rationalitet
nlaf	montera
nwok	associativfall
dzas	missnöjd
swuk	superlativfall
syos	somsammanfattar
kr6n	elektrisknuvarande
dvin	livlöskön
pxom	propositivehumör
vris	ömsesidigröst
rwos	aerosol
dr6t	isärdragare
ht6k	telekommunikation
slaf	socialnätverk
lyuk	påvarandraföljandeklausul
qras	ordnade
ty6n	terminal
gwet	snartframtidaspänd
hp6s	applikativröst
tsof	antipassiveröst
ht6p	continuativeaspekt
hn6f	necessitativehumör
pfip	passivparticip
glap	verktygsfält
sy6k	existentiellklausul
qyat	lysandeintensitet
hy6t	grammatisk-objekt
vyan	uttals
sluf	singulativeantal
dvit	överdrivenvaraktighet
qyak	endahandlingverb
bzik	fysik
xlet	superlativgrad
hqap	presenteraparticip
qwat	beloppavämne
qyik	connectivepartikel
sr6t	kritiskfluid
hfem	epentheticmorfem
tl6t	avlägsenframtidaspänd
mrif	mikrofon
pcuk	postpositionalfall
tfim	slumpmässigtillgångminne
fwim	etidium
ly6t	allocutionavtal
hvap	skrollabar
hfep	frequentativeaspekt
bvan	distributivpronomen
fyun	flyttal-nummer
xyas	radering
hvif	verb-suffix
xyis	dåtidpassivparticip
tl6n	centralbearbetningenhet
tfok	locativeriktningsfall
qwan	oftabadfrågor
