hnit	infinitiv
clim	krydderi
jret	skarphed
tfon	drille
jwac	java
hrep	opskrift
dyac	franchisen
myip	måler
rwis	race
hkem	komet
nwon	innovation
zwin	forbyde
dyis	middelalderlig
mrec	spurv
fyot	fodnote
mlon	måling
pfis	ratifikation
rwot	kredsløb
hfok	sparsommelige
glof	golf
zron	nul
hzip	zip
hwom	hjemløs
bjic	tygge
pcim	opfylde
hjip	chip
bwac	gabe
mlos	muldvarp
mrip	keramik
bron	Foster
ksoc	fradrag
cyum	gær
jyan	jargon
plim	blomme
mwet	kirkegård
ryet	bestå
glik	vanding
plap	kapitalist
tsif	elasticitet
gyak	haj
djon	misligholdelse
nwun	punktlig
cles	realisme
dris	stigende
hkef	cafe
blus	ambulance
blap	pung
bjak	ekstatisk
klim	grimasse
gyac	videnskabsmand
jyit	sindsligevægt
dzit	realistisk
bwak	udendørs
dyot	radio
bwon	bønne
fris	uformel
klut	spekulere
tfek	bøf
nrok	kvælstof
zyat	barbermaskine
bram	mutter
ryis	indledende
nlip	analysere
nros	kontrasterende
hcof	klæde
tfif	tilskyndelse
kroc	fure
hdum	jødedom
pses	modtager
plok	komplement
lyet	linse
pwek	pegativetilfælde
kfas	kræft
pwen	bonde
nrun	påmindelse
clek	lække
pcif	vindication
glas	kompleksitet
zwit	snakkesalig
kces	selvforsyning
crem	detail
grap	grab
kwip	intervenere
dyut	rabat
crus	hierarki
gyet	jade
gram	snerren
kyip	firben
nyet	pad
crop	vandfald
glon	gallon
mrok	myg
fluc	flydende
dwic	afvigelse
slec	explorer
srec	udløber
blut	brydekamp
myok	mosaik
tlek	prop
nruk	smitsom
nwoc	fremover
bjut	squat
hges	graviditet
twoc	købmand
kyos	kommunist
mrek	forbløffe
clip	anger
pwok	prosecutivetilfælde
dwot	diktator
zyac	optagethed
jlic	satellit
slop	tøffel
ryip	proportional
psim	omtrentlig
byet	arbejdsløs
cyop	hobby
rwun	kriterium
blop	pære
syok	supporter
klos	klor
lwot	chlorid
byic	bakterie
lyik	klæbrig
blok	biologiske
jlac	foregive
bret	byte
krif	sekretion
blet	ballet
nruc	urin
tsus	hvidløg
dyak	midtenklasse
tcem	tang
cyoc	udfordrende
trep	jordbær
dlun	forurening
hlup	album
hbep	baseball
praf	piratkopiering
pwis	participium
grek	garage
kruk	krykke
hfof	fosfor
rwut	strukturel
myam	gymnasium
krec	kran
jras	entreprenør
zrik	underrette
blam	balsal
klip	håndværker
hwef	ulønnet
zlac	banan
gret	generator
lwuk	ribben
nyek	nikkel
blos	bus
sles	censor
tlif	flise
kses	pølse
mwot	tomat
lyot	auto
tsom	kalium
brut	virtuel
djap	algebra
hjok	generisk
kfen	begreber
pcok	optisk
bzut	rokke
syek	arbejdsløshed
mruc	larve
bwas	browser
klif	kalcium
rwet	fjernforbianspændt
srif	historiskanspændt
hwem	spektrum
syom	natrium
tyos	administrator
jyic	gidsel
hguk	centnergraeskar
dwun	rynke
swip	spike
tlec	tick
blaf	voldtage
tsem	ateisme
mloc	overvåge
gyot	betinget
trop	sonde
rwap	kvartalsvis
hjep	køn
pyim	platin
dlon	dobbeltantal
pcep	lunge
twuk	vaskning
tyec	tag
syup	super
trom	trolley
nyip	lokalt
glis	benzin
gjik	nyre
hjos	udenopsyn
hjuc	loot
swek	overbebyrdede
psek	arsen
twok	statistisk
tsep	græshoppe
slos	socialist
nwim	sensoriskbevismæssigehumør
tlop	dug
trus	kontroversielle
pwot	snor
djot	bundfald
nloc	irettesættelse
mwon	mandarin
hjek	jockey
crom	samarbejde
myon	lungebetændelse
twec	placere
ryek	raket
dlic	udbytte
kwet	skøjte
bwen	besættelse
plon	kolonihave
syon	bukser
djis	digital
byut	tæve
hyep	øjenlåg
dwon	diagonal
byis	underbevidste
brec	øjenbryn
cyec	nyse
hwop	watt
clus	løssluppent
kfun	belægning
nwum	hinduisme
fyim	flygtning
cwos	shuttle
tfoc	jag
pwon	protein
sraf	selftilfreds
hbom	opkastning
gyen	gen
drim	freshman
trem	accoutrements
tsup	splintre
slok	sociologi
kwoc	squash
bwam	vælgere
mlok	mobilitet
kyen	regional
hmop	bevægelseopadbakke
rwek	tilbagevirkendekraft
kfup	terning
grok	gulerod
drap	fange
lwis	molekylær
ksuc	revisor
tsop	stank
kyok	agurk
nroc	orgie
jlot	opløsningsmiddel
psof	fosfat
hgif	fascinere
kfim	alkalisk
psos	gymnastik
pfen	verifikation
kcom	økonom
krom	komma
tluk	vride
hyom	jod
nwuc	bevægelsedownhill
gjac	abort
pcom	pod
dzic	designer
grun	praleri
dzot	donor
hzek	mangan
kfot	tastatur
jlas	upålidelige
lyim	elite
jyen	yen
pcaf	parentes
rwip	Rugby
blip	bibel
kyoc	årsagssammenhæng
lyon	mavesår
flis	bøjningsform
nrif	nippe
kfam	quantum
swes	sweater
lwon	evolutionær
drec	dissektion
gjap	spa
lyec	lineær
tyom	antimon
pwuk	superessivetilfælde
flaf	alpha
myim	immun
pcek	kidnapning
bjac	bryggeri
bzac	forkorte
bzak	sok
twes	television
dwut	dokumentarfilm
ksom	kosmos
lyis	skovbrug
lwim	aluminium
ksok	horoskop
sruc	fremskynde
dlif	delfin
byik	morder
tfec	papirvarer
hjaf	pattedyr
ryok	protokol
dwis	dioxid
jlon	kolon
brus	bureaukrati
gjak	galakse
lyip	klinisk
ryem	radium
href	forfinede
prok	køleskab
slep	satyr
dret	iteration
kluk	arkæologiske
dlis	særhed
kfip	uacceptabel
mlec	massage
pfif	specifikation
nrec	sensorisk
pfet	folder
hzoc	liggertilgrundfor
dlam	ideelt
nlec	antropologi
kluc	velsmagende
dyet	sedan
tyif	transitiv
krus	krybesammen
nluc	solsikke
lyun	ion
zrot	udlevering
ksif	forfalske
psif	udledning
crup	overlap
fret	finder
grut	invertsukker
ksec	klassekammerat
jric	rute
mrop	mikroovn
srus	fortrænge
gyas	frisør
floc	folklore
plek	kapillær
nwop	baller
nrom	controller
twos	terrorisme
lwok	slogan
dwet	overtid
slem	sublimere
grip	grill
gwas	wow
kwok	kobolt
gwon	havre
hdop	bevægelseopadfloden
glam	anus
bwot	kvæg
bren	tarm
byot	video
bjik	boykot
kwim	quiz
cwek	hockey
grif	guerilla
hgem	magnesium
hyes	opmærksomhed
fram	apotek
nwos	uambitiøs
ryap	omarrangere
cwim	pålidelighed
klep	søgræs
psec	tilbagebetale
djic	verdensplan
kfut	udgangsforbud
crep	hamburger
frim	teorem
gjas	antænde
hdef	betalingskort
ryum	uran
pluk	vurdere
krop	koordinere
nraf	skatteyder
tyes	integreret
plip	mente
hgom	gamma
hgus	koefficient
cwuc	varmeapparat
zret	trækkefra
nles	analytiker
trof	intransitive
hmof	indkøbscenter
hzim	bismuth
dzac	diner
psok	postkort
blon	konvergens
djet	sidespring
ksum	aktionær
mrup	mikrobe
clif	helix
cloc	morfologiske
tfes	restauratøren
gjis	jeans
jren	tilpasning
tlep	database
kcup	kupon
glot	spænding
glut	kalkulator
srep	cyberspace
nwes	investor
ksef	xray
bzis	visum
frut	infrastruktur
nyuk	ildflue
dyik	detektor
plec	splejsning
brom	brom
plop	palladium
zlik	silicium
flut	volt
ksop	kosmetiske
gjun	grooming
kfok	hikke
hpof	popcorn
hzuk	Zoo
nyoc	konnotation
jwak	yoga
brim	barium
kles	halshugge
mwam	ja
fwik	fyrværkeri
djas	jazz
dyim	lyd
tsum	wolfram
drip	drible
lyaf	underholdsbidrag
prom	programmør
nrup	input
hfes	refleksiv
rwaf	krysantemum
dlen	dokumentation
byas	vaccine
fron	heroin
dluk	koblefra
dyun	diagnosticere
flap	folder
kfet	katode
dlim	ideologi
prek	parkering
syoc	øjebliksbillede
slus	tilgængelighed
nlos	antiklimaks
mlen	selen
pres	cortex
hlof	svovl
nlek	strømrelevansmarkør
gwot	lufthavn
mwip	bedrager
klop	kakerlak
kwom	krom
hl6t	liter
nwec	ikkedestomindre
glip	cyklisk
nrop	lønningsliste
crum	hormon
dlep	Udvikler
frot	perforere
bwoc	sabotage
fwis	feminist
djok	konjugat
draf	modernisere
trum	ekstremistiske
graf	algoritme
lwes	laser
mlem	millimeter
flen	Flex
zlot	anode
swok	putte
klec	hundtræt
pwim	deltid
htuf	tunfisk
fyis	raffinaderi
lwet	følsomhed
mrem	mainframe
jwic	foryngelse
droc	demonstrant
clem	helium
dzik	tosproget
psem	plasma
hjom	kromosom
rwuc	ordinal
tyus	heltal
klom	kilometer
hfos	fax
nwek	genetik
jrap	skruetrækker
zwas	appetitvækker
bwok	broccoli
dwap	adapter
syem	spam
blek	vektor
tlus	taktik
pyif	uspecificeret
cwoc	iorden
mrep	ampere
hbem	vitamin
hxan	dørmand
hxut	subsidiere
hk6m	cadmium
hxin	samtidighed
txin	titan
kxin	kilo
klum	copulate
xlis	timeglas
hqak	syntaktiske
hxat	kreativitet
hxik	ebog
hxas	arbejdsplads
bxon	bor
dxin	induktans
hxit	helikopter
tlum	tellur
txit	deadline
kxat	oxidere
hvik	tilpasse
nluk	analog
nyem	centimeter
hm6t	molybdæn
hl6m	lithium
ht6t	multimedie
xlit	kalorie
ryop	robot
pxas	farmaceut
hxak	lektier
lwif	locative
grim	logaritme
hqat	mantis
qlit	økologi
xlik	sofistikeret
mlep	skabelon
hqit	radioaktivitet
kxim	kilogram
hxen	lejer
hxot	spiseformeget
kyif	kopimaskine
fwet	freeware
txet	delmængde
hs6n	sekventiel
hxet	aflytte
xrat	klipning
hqan	impound
hr6t	iridium
bxat	båndbredde
dxet	desktop
hxis	eksponentiel
hxok	hovedkvarter
hxek	forlægge
srem	cerium
hp6t	partitiv
pxik	partitivtilfælde
kxet	kassette
pruk	supermarked
hvit	viljestyrke
xlin	offline
frip	kryptering
hvep	betalerformeget
hxon	synkronisere
kxit	maksimere
hqin	seminar
tr6n	stereoanlæg
ht6n	befæstelser
hvat	kommende
sl6s	celsius
hn6n	neon
ts6t	ægtetid
hvin	strømline
pxat	aviskiosk
myoc	modul
ps6s	pasta
bwek	mappe
dlok	deluxe
fraf	firewall
hr6k	artefakt
txat	frokosttid
hqon	oregano
pxun	plutonium
ks6n	arbejdsstation
slef	rulletrappe
xrit	livredder
hvut	overcrowd
xrim	yttrium
hx6t	forstørrende
hqum	brugernavn
hl6n	sælgere
gron	argon
pxan	salgsfremmende
hvac	opvaskemaskine
xlan	globalisering
txon	bølgelængde
xrik	genbruge
hxap	rygsæk
hxac	genstart
xyat	hepatitis
cwep	lønseddel
hxos	torus
txif	skrifttype
qlat	ejendomsmægler
txot	midtefterår
hxam	milligram
pxis	pixel
pwif	fernisering
txam	tantal
myek	termodynamisk
hbop	pausei
hqot	solut
xlic	kørestol
gxit	folkedrab
hvan	brandslukning
glim	gallium
pfop	popop
hzum	zirconium
xlon	hotline
qlin	ikke-lineær
kxam	scandium
blim	beryllium
kxik	konfigurere
nr6n	neuron
hpef	prsedikativ
hruf	router
kxan	fakultet
hxic	retningslinje
xlip	volleyball
dyek	debug
hxop	armbåndsur
qrot	neutron
nwip	niobium
hs6t	badeværelse
grem	germanium
tles	metalloid
hp6k	prolativetilfælde
qyin	biodiversitet
txak	antibiotikum
mlun	immobilisering
txan	actinium
xran	astronaut
dres	dekomprimere
tr6t	udenjordisk
hk6t	oktet
hxus	åbenkilde
xlat	skørkule
mraf	marathon
ts6n	midforår
ht6s	autisme
nlif	ionisere
txut	Anseelsen
hm6n	udsender
kxis	klipkunst
xrin	undergår
xren	omdirigering
bxak	bogmærke
pfos	proudtryk
hvis	afføring
hd6n	nævneren
brum	bestyrelseslokale
hqis	chauvinistiske
hk6n	udarbejde
xyit	flyttenøgle
xyin	enanden
hxun	somfortsateksisterer,
hvas	roller
glok	blog
hvak	bugtet
pxit	ipadresse
hvet	næstetil
xram	saflor
hc6n	nærliggende
qran	koran
zyen	xenon
hqas	sværgei
bzas	blase
hj6n	ikkehuman
hnof	uforpligtende
txas	beslutningstagere
hbum	buddhisme
ts6s	skændes
pxin	ingredienser
hr6n	rationere
hxim	midtenaf​​sommeren
dxit	midtenaf​​vinteren
hxaf	udgrave
nlus	stueplante
txap	statusbar
vrit	ghostwriter
kxak	fjolsomkring
bxin	humanlegeme
hqik	regnjakke
hxes	hertz
hxif	hypnotisere
xras	hvertime
pl6k	advokatfuldmægtig
dxat	dumdristighed
hxip	antistof
vrat	shorts
hqek	omforme
qrit	polaritet
pxot	indlægkontor
hxom	junkpost
hqic	korrekturlæser
lwun	blåjean
hp6n	modning
dxan	fastgørelse
xrak	skuespillerrolle
dxak	ulykke
hven	containere
mwap	tegneseriestrippe
qlan	farveblind
xros	afklædning
srom	showroom
hc6t	chatter
qrat	upsidened
hn6t	hæmning
hqet	webwebsted
fres	fundraise
froc	smedning
xlak	hyperlink
vlat	tungefærdighed
dvan	landsætning
gxin	erobre
ryes	receptionist
kxot	stik
xyan	afgrænsning
vlan	annoncør
ryom	thoriumatom
hluf	gammelalder
hquk	indsprøjte
lyum	thuliumatom
tyem	terbiumatom
hp6m	praseodym
txic	hjemside
mros	bilist
dyam	rhodiumatom
pc6n	forsøgantal
nyos	indbakke
pyek	projektor
kxon	krypton
hxuc	redning
qrik	centrictilfælde
xwin	uerfarenhed
kxic	ildslukker
hvot	flowchart
dxot	yoghurt
hqut	logud
pxen	afdelingerne
drok	måludløser
flon	mobiltelefon
txos	midtenstemme
hqok	skråtilfælde
xwik	patienttilfælde
hx6n	prehodiernal
txik	indeksfinger
hqen	afsender
mlap	malware
hvun	overtalelse
hvon	slidud
vran	postluftfartsselskab
pfes	professor
pwip	digter
hqam	arbejdeud
gxat	lovlighed
ks6t	forårsagende
vrin	recruiter
kxip	klipbestyrelse
sr6n	misbilligende
vlit	evaluerende
tyup	forstad
mrom	morpheme
xron	hovedtelefoner
gxak	kostbar
hrof	trojanhest
xlas	lammet
dzet	nyistandsætte
txac	overgivelse
xrot	ubrugt
txis	punktummatrix
syif	sienheder
xrac	overraskende
brif	binærværdi
dlos	modaltilfælde
txun	egenskaber
dvat	dårlighærdet
psom	førsthånd
gjek	andethvis
nlem	enhedafmasse
qret	detailbutik
txip	triplepunkt
dlek	individuelt
lwut	flydestrøm
dxis	dramatisk
hs6m	cæsium
vlak	motorvogn
hn6m	Nerium
kxap	pap
bxan	afgående
myem	majmåned
gxik	civilrettigheder
hxoc	luftkraft
xrok	kollega
kr6t	skærmbillede
txok	automatisk
hxep	skateboard
srop	smartphone
pxak	kasketterlåse
hk6k	folkmusik
hl6k	Eulersantal
pyom	poloniumatom
xyam	thalliumatom
hvic	invaderende
lyok	locativetilfælde
xlot	lejligheder
txen	tilpasning
kxac	modangreb
qrak	strejkebryder
hbup	svømningpool
txuk	kortkredsløb
tsef	tilspidset
bxit	webvært
ksem	læsekun
byim	rubidiumatom
hvam	vanadiumatom
lw6n	lanthan
frum	fluoratom
nyom	neodym
mlom	multalantal
kxas	personliggøre
xret	terabyte
hs6k	søgemotor
frus	korroderende
gxan	galaksekøn
vlas	vocalizations
glet	gaspedal
hvim	runtime
bxip	bitmap
qrin	stjernekøn
bvak	abessivetilfælde
pxon	utilgængelig
dvik	adessivetilfælde
dvek	agentivetilfælde
hlef	agentudløser
kwek	tiltilfælde
kxen	fælleskøn
ht6m	citationform
tsuf	transtal
hf6n	bøder
tc6t	direkteobjekt
gvik	ergativetilfælde
gxon	fragmentering
ksep	receptor
vyin	filmteater
pyos	passivstemme
hnef	begrænsetudsagnsord
xwit	primærobjekt
hqim	gnomichumør
jlak	generalisering
vrik	endeligepartikel
qyan	imaginærenhed
kxaf	fartaflys
xyic	phishing
qyit	kritiskpunkt
hvek	evitativetilfælde
bvik	subessivetilfælde
hzes	besadtilfælde
prus	computervirus
ples	processor
pxif	politiofficer
dvak	givningsmæssigetilfælde
brun	touring
tsi_k	antessivetilfælde
tyum	rutheniumatom
vyak	adverbialtilfælde
pxim	primeminister
syum	strontiumatom
sy6n	mistænksomhed
hy6n	animerekøn
pxac	empatiskglæde
vlin	køretøjkøn
qwin	mineralkøn
hr6s	henvisning
tf6n	toner
xris	brugergrænseflade
hw6n	atbande
xlen	verbal-navneord
pyec	regneark
vlim	virtuelminde
bres	ordprocessor
hqip	skycomputing
vlic	virtuelmaskine
pfam	spammer
dyap	andensprog
txek	n'terod
dxen	dataminedrift
byip	forretningperson
hs6c	selvselvtillid
txim	henviser
hb6t	laveomaftilfælde
hdem	domænenavn
dxon	forskelligetilfælde
lwaf	blitzkøre
sl6t	crastinalanspændt
xyik	diskettedisk
fyif	refleksivstemme
bvin	universkøn
hm6p	bundkort
tfip	transitivudsagnsord
jlen	lokalitetkøn
xrap	stribet
tc6n	forskningkøn
sl6n	kunstneriskkøn
xrek	patientudløser
xwan	abstraktkøn
dxif	videokonference
dyip	indirektetale
zrek	exocentrictilfælde
hvuk	fremkalde
xwat	forbiperfective
hr6m	rhenium
txaf	udløst
hmef	upersonligudsagnsord
tx6t	teksteditor
txes	kollektivenavneord
bvat	mishandling
bvuk	absolutivetilfælde
ry6t	radian
vlis	virtuelvirkelighed
qren	planetariskekøn
gvak	grammatisktilfælde
bxok	skaldet
mrum	computerprogram
ps6t	driftsystem
hfom	fonem
tlem	læsekunminde
pwam	spyware
kfif	kernebenefactive
qwit	rationalitet
nlaf	installation
nwok	associativtilfælde
dzas	dissatisfy
swuk	superlativtilfælde
syos	sammenfatter
kr6n	elektriskstrøm
dvin	livløsekøn
pxom	propositivehumør
vris	gensidigstemme
rwos	aerosol
dr6t	distraktor
ht6k	telekommunikation
slaf	socialnetværk
lyuk	successivklausul
qras	overordnede
ty6n	terminal
gwet	snartfremtidanspændt
hp6s	applikativstemme
tsof	antipassivestemme
ht6p	continuativeaspekt
hn6f	necessitativehumør
pfip	passivparticipium
glap	værktøjslinje
sy6k	eksistentielklausul
qyat	lysendeintensitet
hy6t	grammatiskobjekt
vyan	udtalen
sluf	singulativeantal
dvit	overdrevenvarighed
qyak	enkelthandlingudsagnsord
bzik	fysik
xlet	superlativgrad
hqap	nuværendeparticipium
qwat	beløbafstof
qyik	bindevævpartikel
sr6t	superkritiskvæske
hfem	epentheticmorpheme
tl6t	fjernfremtidanspændt
mrif	mikrofon
pcuk	postpositionaltilfælde
tfim	tilfældigadgangminde
fwim	ethidium
ly6t	allocutionaftale
hvap	scrollbar
hfep	frequentativeaspekt
bvan	distributivstedord
fyun	floatingpunktantal
xyas	sletning
hvif	udsagnsordanbringe
xyis	forbipassivparticipium
tl6n	centralforarbejdningenhed
tfok	locativeretningsbestemttilfælde
qwan	hyppigtspurgtespørgsmål
