hnit	Infinitiv
tfap	Diagramm
jwat	Zwilling
pros	Betriebs
psun	Omen
clet	Elend
hbus	Bambus
dyas	Händler
klun	Akkumulation
jlit	einstimmig
hdom	Alptraum
kron	Kohlenstoff
hzam	Marmelade
cyot	Hörer
hmem	Museum
lwam	Alphabet
fras	streuen
psoc	schlagen
hgum	Gummi
brek	Bremse
glit	Stabilität
frun	verrotten
gris	aggressiv
mroc	Reibung
bzit	Spinne
plut	Kartoffel
glac	Gier
gzac	multiplizieren
prun	drehen
jlet	Kalender
nyim	Nominierung
tlos	Trillion
slut	Salat
fwit	positivStimmung
pyen	Anwendungen
nlon	nominal
dren	zeigen
drun	Unzufriedenheit
cyok	zucken
hfop	Fußball
ryac	Partnerschaft
gzin	Pionier
hgip	Kohl
tyet	sportlich
hdof	idiophone
hwup	unschätzbar
lwek	Hebel
syec	Senator
jyak	unterbringen
mlim	Ameise
fwic	effektiv
gzit	schwanger
blas	Vertrauen
jrin	jedenTag
gwak	Knöchel
drik	eigenartig
prif	Variable
jwit	Vielfalt
krip	Unterscheidung
ryot	awed
nwut	Bürgersteig
kcif	aktiv
jrak	Frosch
twek	übertriebenFall
psot	Sühne
pfon	Schwamm
sluk	Eichhörnchen
nlim	irrealisStimmung
ksaf	Knappheit
glak	Vulkan
plen	Gleichgewicht
kfaf	Schal
kyon	verwerten
jlik	geologisch
psop	Reisepass
kfis	Vakanz
fyon	Affinität
nram	unmoralisch
hbuk	Keks
gras	Trance
hyos	besorgt
flim	Film
plet	Tablette
rwam	Atom
blis	Vanille-
zlit	AIDS
fyut	wählerisch
crim	Pyramide
hjif	ungesetzlich
crif	Schüchternheit
lwap	Laute
tyon	Astronomie
mrim	Labyrinth
drut	beschreibend
nrim	Stipendium
kruc	Schildkröte
kwam	Berater
jrik	Kricket
dlut	bezeichnen
pyot	Taube
dyon	Anpassung
prap	Operator
bzin	Abzeichen
tyek	Dreieck
trec	Schatzmeister
nron	Wasserstoff
pyet	Drucker
tsok	Choke
zyin	chronisch
slek	Fahrrad
jyin	Ingenieurwesen
ryas	Übertragung
zrak	erfrischen
nyas	Tänzer
gric	Migration
zlak	verletzen
tces	Tennis
hjun	windig
twen	weben
kyet	Kollektor
gwit	Rücken
kyot	Akkord
fwin	Frequenz
tfuc	Webstuhl
dlet	Verzeichnis
pfik	Denker
bjet	Budget
trek	Strategie
kros	Quarz
gjit	Schere
gwic	Schalter
frik	theoretisch
tluc	Handtuch
pruc	patrouillieren
glic	Gletscher
krun	Vollständigkeit
bjin	Prognose
tlaf	teilnehmen
tfet	Hersteller
bras	seitlich
dwik	Beklagte
clec	Auspuff
cres	Schach
tcef	Kirsche
tcom	stolpern
nyot	Übersetzer
tyok	LKW
cyip	übertroffen
grot	Senf
bris	kabellos
nlam	Auktion
slif	Sieb
hgos	Rost
swoc	unsicher
jyat	Pleite
slum	Islam
hjes	Volkszählung
dzat	aufZehenspitzen
slun	aussetzen
nwot	Kontinuität
gyic	Gitarre
pfas	vorspannen
zyik	Zink
blen	glänzend
hyem	Ulme
hnep	Gerangel
nyut	gestrickt
ryam	PronomenMarker
clim	würzen
jret	Schärfe
tfon	necken
jwac	Java
hrep	Rezept
dyac	Franchise
myip	Meter
rwis	rassisch
hkem	Komet
nwon	Innovation
zwin	Verbot
dyis	mittelalterlich
mrec	Spatz
fyot	Fußnote
mlon	Messung
pfis	Ratifizierung
rwot	Orbit
hfok	sparsam
glof	Golf
zron	Zero
hzip	Reißverschluss
hwom	obdachlos
bjic	Kauen
pcim	erfüllen
hjip	Chip
bwac	gähnen
mlos	Mole
mrip	Keramik
bron	Embryo
ksoc	Abzug
cyum	Hefe
jyan	Jargon
plim	Pflaume
mwet	Friedhof
ryet	Absolvent
glik	Bewässerung
plap	Kapitalist
tsif	Elastizität
gyak	Hai
djon	Standard
nwun	pünktlich
cles	Realismus
dris	mehrundmehr
hkef	Cafe
blus	Ambulanz
blap	Brieftasche
bjak	begeistert
klim	Grimasse
gyac	Wissenschaftler
jyit	Gleichmut
dzit	realistisch
bwak	imFreien
dyot	Radio
bwon	Bohne
fris	informell
klut	spekulieren
tfek	Steak
nrok	Stickstoff-
zyat	Rasierer
bram	murmeln
ryis	einleitend
nlip	analysieren
nros	kontrastierend
hcof	ausziehen
tfif	Anreiz
kroc	Furche
hdum	Judentum
pses	Empfänger
plok	ergänzen
lyet	Linse
pwek	pegativeFall
kfas	Krebs
pwen	Pfand
nrun	Mahnung
clek	Leck
pcif	Rechtfertigung
glas	Komplexität
zwit	gesprächig
kces	Hinlänglichkeit
crem	Verkauf
grap	greifen
kwip	eingreifen
dyut	Rabatt
crus	Hierarchie
gyet	Jade
gram	Knurren
kyip	Eidechse
nyet	Polster
crop	Wasserfall
glon	Gallone
mrok	Moskito
fluc	fließend
dwic	Abweichung
slec	Forscher
srec	auslaufenden
blut	ringen
myok	Mosaik-
tlek	Stecker
nruk	infektiös
nwoc	fortan
bjut	hocken
hges	Schwangerschaft
twoc	Lebensmittelgeschäft
kyos	Kommunist
mrek	verblüffen
clip	Reue
pwok	prosecutiveFall
dwot	Diktator
zyac	Beschäftigung
jlic	Satellit
slop	Slipper
ryip	proportional
psim	ungefähr
byet	arbeitslos
cyop	Hobby
rwun	Kriterium
blop	Birne
syok	Fan
klos	Chlor
lwot	Chlorid
byic	Bakterien
lyik	klebrig
blok	biologisch
jlac	vortäuschen
bret	Byte
krif	Sekretion
blet	Ballett
nruc	Urin
tsus	Knoblauch
dyak	Mittelklasse
tcem	Zange
cyoc	herausfordernd
trep	Erdbeere
dlun	Verschmutzung
hlup	Album
hbep	Baseball
praf	Piraterie
pwis	Partizip
grek	Garage
kruk	Krücke
hfof	Phosphor
rwut	strukturell
myam	Gymnasium
krec	Kran
jras	Auftragnehmer
zrik	benachrichtigen
blam	Ballsaal
klip	Handwerker
hwef	unbezahlt
zlac	Banane
gret	Generator
lwuk	Rippe
nyek	Nickel
blos	Bus
sles	zensieren
tlif	Fliese
kses	Wurst
mwot	Tomate
lyot	Auto
tsom	Kalium
brut	virtuell
djap	Algebra
hjok	Gattungs
kfen	Konzepte
pcok	optisch
bzut	nachgeben
syek	Arbeitslosigkeit
mruc	Raupe
bwas	Browser
klif	Kalzium
rwet	entferntVergangenheitTempus
srif	historischTempus
hwem	Spektrum
syom	Natrium
tyos	Treuhänder
jyic	Geisel
hguk	Kürbisflasche
dwun	Falte
swip	Spitze
tlec	Tick
blaf	vergewaltigen
tsem	Atheismus
mloc	Monitor
gyot	bedingt
trop	Sonde
rwap	vierteljährlich
hjep	Geschlecht
pyim	Platin
dlon	DualNummer
pcep	Lunge
twuk	Scheuern
tyec	Etikett
syup	Super
trom	Wagen
nyip	örtlich
glis	Benzin
gjik	Niere
hjos	unbeaufsichtigt
hjuc	Beute
swek	überarbeitet
psek	Arsen
twok	statistisch
tsep	Heuschrecke
slos	Sozialist
nwim	sensorischbeweiskräftigStimmung
tlop	Tischdecke
trus	umstritten
pwot	Leine
djot	Sediment
nloc	Brüskierung
mwon	Mandarin
hjek	Jockey
crom	zusammenarbeiten
myon	Lungenentzündung
twec	situieren
ryek	Rakete
dlic	Dividende
kwet	Schlittschuh
bwen	Obsession
plon	Zuteilung
syon	keuchen
djis	digital
byut	Hündin
hyep	Augenlid
dwon	Diagonale
byis	Unterbewusstsein
brec	Augenbraue
cyec	niesen
hwop	Watt
clus	urkomisch
kfun	Belegung
nwum	Hinduismus
fyim	Flüchtling
cwos	pendeln
tfoc	Zucken
pwon	Eiweiß
sraf	selbstzufrieden
hbom	erbrechen
gyen	Gen
drim	StudentimerstenJahr
trem	accoutrements
tsup	zerschmettern
slok	Soziologie
kwoc	quetschen
bwam	Wähler
mlok	Mobilität
kyen	regional
hmop	Bewegungbergauf
rwek	retrospektiv
kfup	Würfel
grok	Karotte
drap	verstricken
lwis	Molekular-
ksuc	Buchhalter
tsop	stinken
kyok	Gurke
nroc	Orgie
jlot	Lösungsmittel
psof	Phosphat
hgif	faszinieren
kfim	alkalisch
psos	Gymnastik
pfen	Überprüfung
kcom	Ökonom
krom	Komma
tluk	zappeln
hyom	Jod
nwuc	Bewegungbergab
gjac	Fehlgeburt
pcom	Schote
dzic	Konstrukteur
grun	Prahlerei
dzot	Spender
hzek	Mangan
kfot	Tastatur
jlas	unzuverlässig
lyim	Elite
jyen	Yen
pcaf	Parenthese
rwip	Rugby
blip	Bibel
kyoc	Verursachung
lyon	Geschwür
flis	gebeugt
nrif	knabbern
kfam	Quant
swes	Pullover
lwon	evolutionär
drec	Präparation
gjap	Spa
lyec	linear
tyom	Antimon
pwuk	superessiveFall
flaf	Alpha
myim	immun
pcek	Entführung
bjac	Brauerei
bzac	kürzen
bzak	Socke
twes	Fernsehen
dwut	Dokumentarfilm
ksom	Kosmos
lyis	Forstwirtschaft
lwim	Aluminium
ksok	Horoskop
sruc	beschleunigen
dlif	Delphin
byik	Mörder
tfec	Schreibwaren
hjaf	Säugetier
ryok	Protokoll
dwis	Dioxyd
jlon	Doppelpunkt
brus	Bürokratie
gjak	Galaxis
lyip	klinisch
ryem	Radium
href	verdünnt
prok	Kühlschrank
slep	Satyr
dret	Iteration
kluk	archäologisch
dlis	Idiosynkrasie
kfip	nichtakzeptabel
mlec	Massage
pfif	Spezifikation
nrec	sensorisch
pfet	Broschüre
hzoc	zugrundeliegen
dlam	ideal
nlec	Anthropologie
kluc	lecker
dyet	Limousine
tyif	transitiv
krus	kauern
nluc	Sonnenblume
lyun	Ion
zrot	Auslieferung
ksif	verfälschen
psif	Emission
crup	überlappen
fret	Finder
grut	umkehren
ksec	Mitschüler
jric	Route
mrop	Mikrowelle
srus	verdrängen
gyas	Friseur
floc	Folklore
plek	kapillar
nwop	Gesäß
nrom	Regler
twos	Terrorismus
lwok	Slogan
dwet	imLaufederZeit
slem	Sublimat
grip	Grill
gwas	Beeindruckend
kwok	Kobalt
gwon	Hafer
hdop	Bewegungflussaufwärts
glam	After
bwot	Rinder-
bren	Darm
byot	Video
bjik	Boykott
kwim	Quiz
cwek	Eishockey
grif	Guerilla
hgem	Magnesium
hyes	dasBewusstsein
fram	Apotheke
nwos	anspruchslos
ryap	neuordnen
cwim	Zuverlässigkeit
klep	Seetang
psec	erstatten
djic	weltweit
kfut	Sperrstunde
crep	Hamburger
frim	Satz
gjas	entzünden
hdef	Soll
ryum	Uran
pluk	beurteilen
krop	koordinieren
nraf	Steuerzahler
tyes	integriert
plip	meinte,
hgom	Gamma
hgus	Koeffizient
cwuc	Heizung
zret	subtrahieren
nles	Analytiker
trof	intransitiv
hmof	Einkaufszentrum
hzim	Wismut
dzac	Speiselokal
psok	Postkarte
blon	Konvergenz
djet	abschweifen
ksum	Aktionär
mrup	Mikrobe
clif	Wendel
cloc	morphologisch
tfes	Gastronom
gjis	Jeans
jren	Ausrichtung
tlep	Datenbank
kcup	Coupon
glot	Stromspannung
glut	Taschenrechner
srep	Cyberspace
nwes	Investor
ksef	Röntgenstrahl
bzis	Visum
frut	Infrastruktur
nyuk	Glühwürmchen
dyik	Detektor
plec	spleißen
brom	Brom
plop	Palladium
zlik	Silizium
flut	Volt
ksop	Kosmetikum
gjun	Pflege
kfok	Schluckauf
hpof	Popcorn
hzuk	Zoo
nyoc	Konnotation
jwak	Yoga
brim	Barium
kles	enthaupten
mwam	Ja
fwik	Feuerwerk
djas	Jazz
dyim	Audio-
tsum	Wolfram
drip	dribbeln
lyaf	Alimente
prom	Programmierer
nrup	Eingang
hfes	reflexiv
rwaf	Chrysantheme
dlen	Dokumentation
byas	Impfstoff
fron	Heroin
dluk	trennen
dyun	diagnostizieren
flap	Mappe
kfet	Kathode
dlim	Ideologie
prek	Parken
syoc	Schnappschuss
slus	Zugänglichkeit
nlos	Enttäuschung
mlen	Selen
pres	Kortex
hlof	Schwefel
nlek	StromRelevanzMarker
gwot	Flughafen
mwip	Betrüger
klop	Kakerlake
kwom	Chrom
hl6t	Liter
nwec	dennoch
glip	zyklisch
nrop	Lohn-undGehaltsabrechnung
crum	Hormon
dlep	Entwickler
frot	perforieren
bwoc	Sabotage
fwis	Feminist
djok	konjugieren
draf	modernisieren
trum	Extremist
graf	Algorithmus
lwes	Laser-
mlem	Millimeter
flen	biegen
zlot	Anode
swok	kuscheln
klec	Hundmüde
pwim	Teilzeit
htuf	Thunfisch
fyis	Raffinerie
lwet	Empfindlichkeit
mrem	Großrechner
jwic	Verjüngung
droc	Vorführer
clem	Helium
dzik	zweisprachig
psem	Plasma
hjom	Chromosom
rwuc	Ordinal-
tyus	ganzeZahl
klom	Kilometer
hfos	Fax
nwek	Genetik
jrap	Schraubendreher
zwas	Appetizer
bwok	Brokkoli
dwap	Adapter
syem	Spam
blek	Vektor
tlus	Taktik
pyif	nichtspezifiziert
cwoc	Ordnung
mrep	Ampere
hbem	Vitamin
hxan	Türsteher
hxut	subventionieren
hk6m	Cadmium
hxin	Gleichzeitigkeit
txin	Titan
kxin	Kilo
klum	kopulieren
xlis	Sanduhr
hqak	syntaktisch
hxat	Kreativität
hxik	eBuch
hxas	Arbeitsplatz
bxon	Bor
dxin	Induktivität
hxit	Hubschrauber
tlum	Tellur
txit	Frist
kxat	oxidieren
hvik	ausrichten
nluk	Analog
nyem	Zentimeter
hm6t	Molybdän
hl6m	Lithium
ht6t	Multimedia
xlit	Kalorie
ryop	Roboter
pxas	Apotheker
hxak	Hausaufgaben
lwif	Lokativ
grim	Logarithmus
hqat	Gottesanbeterin
qlit	Ökologie
xlik	sophisticate
mlep	Vorlage
hqit	Radioaktivität
kxim	Kilogramm
hxen	Verleiher
hxot	zuvielessen
kyif	Kopierer
fwet	Freeware
txet	Teilmenge
hs6n	sequentiell
hxet	lauschen
xrat	Haarschnitt
hqan	beschlagnahmen
hr6t	Iridium
bxat	Bandbreite
dxet	Desktop
hxis	exponentiell
hxok	Hauptsitz
hxek	verlegen
srem	Cer
hp6t	partitiv
pxik	partitivFall
kxet	Kassette
pruk	Supermarkt
hvit	Willenskraft
xlin	offline
frip	Verschlüsselung
hvep	überbezahlen
hxon	synchronisieren
kxit	maximieren
hqin	Seminar
tr6n	Stereo
ht6n	Verschluss
hvat	bevorstehende
sl6s	Celsius
hn6n	Neon-
ts6t	echtZeit
hvin	rationalisieren
pxat	Zeitungsstand
myoc	Modul
ps6s	Pasta
bwek	Aktentasche
dlok	Luxus-
fraf	Firewall
hr6k	Artefakt
txat	Mittagessenszeit
hqon	Oregano
pxun	Plutonium
ks6n	Arbeitsplatz
slef	Rolltreppe
xrit	Rettungsschwimmer
hvut	überladen
xrim	Yttrium
hx6t	Unterstützten
hqum	Benutzername
hl6n	Verkäufer
gron	Argon
pxan	Werbe-
hvac	Geschirrspüler
xlan	Globalisierung
txon	Wellenlänge
xrik	recyceln
hxap	Rucksack
hxac	Neustart
xyat	Hepatitis
cwep	Paycheck
hxos	Wulst
txif	Schrift
qlat	Immobilienmakler
txot	mitteHerbst
hxam	Milligramm
pxis	Pixel
pwif	Vorschau
txam	Tantal
myek	thermodynamisch
hbop	einbrechen
hqot	solute
xlic	Rollstuhl
gxit	Völkermord
hvan	Brandbekämpfungs
glim	Gallium
pfop	Popoben
hzum	Zirkonium
xlon	Hotline
qlin	nichtlineare
kxam	Scandium
blim	Beryllium
kxik	konfigurieren
nr6n	Neuron
hpef	prädikativ
hruf	Router
kxan	Fakultät
hxic	Richtlinie
xlip	Volleyball
dyek	debuggen
hxop	Armbanduhr
qrot	Neutron
nwip	Niob
hs6t	Toilette
grem	Germanium
tles	Halbmetall
hp6k	prolativeFall
qyin	Biodiversität
txak	Antibiotikum
mlun	Immobilisierung
txan	Aktinium
xran	Astronaut
dres	dekomprimieren
tr6t	Außerirdische
hk6t	Oktett
hxus	öffnenQuelle
xlat	spinös
mraf	Marathon-
ts6n	MitteFrühling
ht6s	Autismus
nlif	ionisieren
txut	Berühmtheit
hm6n	emittierende
kxis	KlammerKunst
xrin	laufen
xren	Umleiten
bxak	Lesezeichen
pfos	ProfiPhrase
hvis	Kot
hd6n	Nenner
brum	Sitzungssaal
hqis	Chauvinist
hk6n	kompilieren
xyit	VerschiebungSchlüssel
xyin	eineSekunde
hxun	subsisting
hvas	Rollen
glok	Blog
hvak	mäandernden
pxit	ipAdresse
hvet	nebenan
xram	Distel
hc6n	Offensichtlichkeit
qran	Koran
zyen	Xenon
hqas	schwören-in
bzas	blasiert
hj6n	nichtMensch
hnof	unverbindlich
txas	Entscheidungsträger
hbum	Buddhismus
ts6s	Streiten
pxin	Zutaten
hr6n	Ration
hxim	MittedesSommers
dxit	mittenimWinter
hxaf	ausgraben
nlus	Zimmerpflanze
txap	StatusBar
vrit	Ghostwriter
kxak	narrenum
bxin	menschlicherKörper
hqik	Regenmantel
hxes	Hertz
hxif	hypnotisieren
xras	stündlich
pl6k	Rechtsassistent
dxat	Unbesonnenheit
hxip	Antikörper
vrat	Shorts
hqek	Umformung
qrit	Polarität
pxot	Post
hxom	TrödelPost
hqic	Kritiker
lwun	blau-jean
hp6n	Reifung
dxan	Befestigen
xrak	DarstellerRolle
dxak	Unfall
hven	Behälter
mwap	Comic
qlan	farbenblind
xros	Auskleiden
srom	Ausstellungsraum
hc6t	Chat
qrat	kopfüber
hn6t	Hemmung
hqet	Webseite
fres	Fundraising
froc	Schmiedestück
xlak	Hyperlink
vlat	volubility
dvan	Ausschiffung
gxin	erobern
ryes	Empfangsdame
kxot	Anschlüsse
xyan	Abgrenzung
vlan	Inserent
ryom	ThoriumAtom
hluf	hohesAlter
hquk	injizieren
lyum	ThuliumAtom
tyem	TerbiumAtom
hp6m	Praseodym
txic	ZuhauseSeite
mros	Autofahrer
dyam	RhodiumAtom
pc6n	VersuchNummer
nyos	Posteingang
pyek	Beamer
kxon	Krypton
hxuc	Rettung
qrik	zentrischFall
xwin	Unerfahrenheit
kxic	Feuerlöscher
hvot	Flussdiagramm
dxot	Joghurt
hqut	Logaus
pxen	Abteilungs-
drok	Torauslösen
flon	Mobiltelefon
txos	MitteStimme
hqok	schrägFall
xwik	geduldigFall
hx6n	vorhodiernal
txik	Zeigefinger
hqen	Absender
mlap	Malware
hvun	suasion
hvon	abnutzen
vran	Briefträger
pfes	Professor
pwip	Dichter
hqam	trainieren
gxat	Rechtmäßigkeit
ks6t	kausativ
vrin	Werber
kxip	KlammerTafel
sr6n	missbilligend
vlit	bewertende
tyup	Vorort
mrom	Morphem
xron	Kopfhörer
gxak	teuer
hrof	TrojanerPferd
xlas	gelähmt
dzet	renovieren
txac	surrendering
xrot	ungebraucht
txis	PunktMatrix
syif	siEinheiten
xrac	überraschenderweise
brif	Binär-Wert
dlos	modalFall
txun	Attribute
dvat	schlechtgelaunt
psom	ausersterHand
gjek	else-if
nlem	EinheitPunkts
qret	VerkaufGeschäft
txip	Dreipunkt
dlek	individuell
lwut	Flussstrom
dxis	dramatisch
hs6m	Cäsium
vlak	Triebwagen
hn6m	nerium
kxap	Karton
bxan	Abflug
myem	MonatMai
gxik	Bürgerrechte
hxoc	Luftwaffe
xrok	Mitarbeiter
kr6t	Bildschirmfoto
txok	automatisch
hxep	Skateboard
srop	Smartphone
pxak	Kappensperren
hk6k	Volksmusik
hl6k	Eulersche-Nummer
pyom	PoloniumAtom
xyam	ThalliumAtom
hvic	Invasion-
lyok	LokativFall
xlot	wohnungen
txen	Restatement
kxac	Gegenangriff
qrak	Streikbrecher
hbup	Pool
txuk	Kurzschluss
tsef	Kegel
bxit	NetzGastgeber
ksem	lesennur
byim	RubidiumAtom
hvam	VanadiumAtom
lw6n	Lanthan
frum	FluorAtom
nyom	Neodym
mlom	multalNummer
kxas	personifizieren
xret	Terabyte
hs6k	SucheMotor
frus	korrodierenden
gxan	GalaxisGeschlecht
vlas	vocalizations
glet	Gaspedal
hvim	Laufzeit
bxip	Bitmap
qrin	StarGeschlecht
bvak	AbessivFall
pxon	nichtverfügbar
dvik	AdessivFall
dvek	AgensFall
hlef	Agentauslösen
kwek	zuFall
kxen	verbreitetGeschlecht
ht6m	Zitatbilden
tsuf	transZiffer
hf6n	Schönung
tc6t	direktObjekt
gvik	ergativeFall
gxon	Zersplitterung
ksep	Rezeptor
vyin	Kino
pyos	passivStimme
hnef	endlichVerb
xwit	primärObjekt
hqim	gnomicStimmung
jlak	Verallgemeinerung
vrik	FinaleTeilchen
qyan	imaginärenEinheit
kxaf	Lichtgeschwindigkeit
xyic	Phishing
qyit	kritischerPunkt
hvek	evitativeFall
bvik	subessiveFall
hzes	besessenFall
prus	Computer-Virus
ples	Prozessor
pxif	PolizeiOffizier
dvak	geberischenFall
brun	Touren
tsi_k	antessiveFall
tyum	RutheniumAtom
vyak	adverbialFall
pxim	Premierminister
syum	StrontiumAtom
sy6n	Misstrauen
hy6n	animierenGeschlecht
pxac	einfühlsamFreude
vlin	FahrzeugGeschlecht
qwin	MineralGeschlecht
hr6s	Verweisung
tf6n	Toner
xris	BenutzerSchnittstelle
hw6n	Fluchen
xlen	verbalSubstantiv
pyec	Kalkulationstabelle
vlim	virtuellErinnerung
bres	WortProzessor
hqip	WolkeRechnen
vlic	virtuellMaschine
pfam	Spammers
dyap	zweiteSprache
txek	n-terWurzel
dxen	DatenBergbau
byip	GeschäftPerson
hs6c	selbstVertrauen
txim	Bezugnahme
hb6t	VeränderungvonEvent
hdem	DomainName
dxon	andersEvent
lwaf	blinkenFahrt
sl6t	crastinalTempus
xyik	schlaffScheibe
fyif	reflexivStimme
bvin	UniversumGeschlecht
hm6p	Hauptplatine
tfip	transitivVerb
jlen	GegendGeschlecht
xrap	gestreift
tc6n	ForschungGeschlecht
sl6n	künstlerischGeschlecht
xrek	geduldigauslösen
xwan	abstraktGeschlecht
dxif	Videokonferenz
dyip	indirektRede
zrek	exocentricFall
hvuk	evoziert
xwat	Vergangenheitperfektiv
hr6m	Rhenium
txaf	ausgelöst
hmef	unpersönlichVerb
tx6t	TextHerausgeber
txes	KollektivSubstantiv
bvat	BeiunsachgemäßemGebrauch
bvuk	absolutiveFall
ry6t	Radiant
vlis	virtuellWirklichkeit
qren	Planeten-Geschlecht
gvak	grammatisch-Fall
bxok	kahl
mrum	ComputerProgramm
ps6t	BetriebsSystem
hfom	Phonem
tlem	lesennurErinnerung
pwam	Spyware
kfif	Aderbenefactive
qwit	Rationalität
nlaf	Installation
nwok	assoziativFall
dzas	nichtbefriedigen
swuk	SuperlativFall
syos	zusammenfassend
kr6n	elektrischStrom
dvin	unbelebtGeschlecht
pxom	propositiveStimmung
vris	reziprokStimme
rwos	Sprühdose
dr6t	Distraktor
ht6k	Telekommunikations
slaf	Sozial-Vernetzung
lyuk	aufeinanderfolgendeKlausel
qras	Vorgesetzte
ty6n	Terminal
gwet	baldZukunftTempus
hp6s	applicativeStimme
tsof	AntipassivStimme
ht6p	weiterAspekt
hn6f	necessitativeStimmung
pfip	passivPartizip
glap	Symbolleiste
sy6k	ExistenzKlausel
qyat	leuchtendIntensität
hy6t	grammatisch-Objekt
vyan	Aussprechen
sluf	singulativeNummer
dvit	übertriebenDauer
qyak	SingleAktionVerb
bzik	Physik
xlet	SuperlativGrad
hqap	GeschenkPartizip
qwat	MengevonSubstanz
qyik	verbindendTeilchen
sr6t	kritischemFluid
hfem	epentheticMorphem
tl6t	entferntZukunftTempus
mrif	Mikrofon
pcuk	postpositionalFall
tfim	zufälligZugriffErinnerung
fwim	Ethidium-
ly6t	AnspracheZustimmung
hvap	scrollenBar
hfep	frequentativeAspekt
bvan	distributivePronomen
fyun	Floating-Point-Zahl
xyas	Löschung
hvif	Verb-Endung
xyis	VergangenheitpassivPartizip
tl6n	zentralVerarbeitungEinheit
tfok	LokativRichtungs-Fall
qwan	häufigfragteFragen
